prname,date,numconf,numdeaths
Newfoundland and Labrador,1/4/2021,391,4
New Brunswick,1/4/2021,635,9
Nova Scotia,1/4/2021,1505,65
Prince Edward Island,1/4/2021,96,0
Yukon,1/4/2021,65,1
Northwest Territories,1/4/2021,24,0
Nunavut,1/4/2021,266,1
Repatriated travellers,1/4/2021,13,0
Canada,1/4/2021,611424,16120
British Columbia,1/5/2021,54629,954
Alberta,1/5/2021,106378,1168
Saskatchewan,1/5/2021,16520,165
Manitoba,1/5/2021,25374,695
Ontario,1/5/2021,197585,4776
Quebec,1/5/2021,215358,8441
Newfoundland and Labrador,1/5/2021,392,4
New Brunswick,1/5/2021,662,9
Nova Scotia,1/5/2021,1508,65
Prince Edward Island,1/5/2021,97,0
Yukon,1/5/2021,65,1
Northwest Territories,1/5/2021,24,0
Nunavut,1/5/2021,266,1
Repatriated travellers,1/5/2021,13,0
Canada,1/5/2021,618871,16279
British Columbia,1/6/2021,55254,962
Alberta,1/6/2021,107501,1193
Saskatchewan,1/6/2021,16804,174
Manitoba,1/6/2021,25534,705
Ontario,1/6/2021,201076,4813
Quebec,1/6/2021,217999,8488
Newfoundland and Labrador,1/6/2021,392,4
New Brunswick,1/6/2021,693,9
Nova Scotia,1/6/2021,1520,65
Prince Edward Island,1/6/2021,101,0
Yukon,1/6/2021,66,1
Northwest Territories,1/6/2021,24,0
Nunavut,1/6/2021,266,1
Repatriated travellers,1/6/2021,13,0
Canada,1/6/2021,627243,16415
British Columbia,1/7/2021,56015,970
Alberta,1/7/2021,108469,1217
Saskatchewan,1/7/2021,17139,177
Manitoba,1/7/2021,25741,717
Ontario,1/7/2021,204595,4902
Quebec,1/7/2021,220518,8561
Newfoundland and Labrador,1/7/2021,392,4
New Brunswick,1/7/2021,717,9
Nova Scotia,1/7/2021,1523,65
Prince Edward Island,1/7/2021,102,0
Yukon,1/7/2021,69,1
Northwest Territories,1/7/2021,24,0
Nunavut,1/7/2021,266,1
Repatriated travellers,1/7/2021,13,0
Canada,1/7/2021,635583,16624
British Columbia,1/8/2021,56632,988
Alberta,1/8/2021,109652,1241
Saskatchewan,1/8/2021,17475,184
Manitoba,1/8/2021,25963,726
Ontario,1/8/2021,208394,4928
Quebec,1/8/2021,223106,8606
Newfoundland and Labrador,1/8/2021,392,4
New Brunswick,1/8/2021,735,9
Nova Scotia,1/8/2021,1525,65
Prince Edward Island,1/8/2021,102,0
Yukon,1/8/2021,70,1
Northwest Territories,1/8/2021,24,0
Nunavut,1/8/2021,266,1
Repatriated travellers,1/8/2021,13,0
Canada,1/8/2021,644349,16753
British Columbia,1/9/2021,57170,999
Alberta,1/9/2021,110641,1272
Saskatchewan,1/9/2021,17807,191
Manitoba,1/9/2021,26166,733
Ontario,1/9/2021,211837,4968
Quebec,1/9/2021,226233,8647
Newfoundland and Labrador,1/9/2021,392,4
New Brunswick,1/9/2021,765,9
Nova Scotia,1/9/2021,1528,65
Prince Edward Island,1/9/2021,102,0
Yukon,1/9/2021,70,1
Northwest Territories,1/9/2021,24,0
Nunavut,1/9/2021,266,1
Repatriated travellers,1/9/2021,13,0
Canada,1/9/2021,653014,16890
British Columbia,1/10/2021,57677,1005
Alberta,1/10/2021,111452,1284
Saskatchewan,1/10/2021,18114,191
Manitoba,1/10/2021,26317,738
Ontario,1/10/2021,215782,5029
Quebec,1/10/2021,228821,8686
Newfoundland and Labrador,1/10/2021,393,4
New Brunswick,1/10/2021,779,9
Nova Scotia,1/10/2021,1528,65
Prince Edward Island,1/10/2021,102,0
Yukon,1/10/2021,70,1
Northwest Territories,1/10/2021,24,0
Nunavut,1/10/2021,266,1
Repatriated travellers,1/10/2021,13,0
Canada,1/10/2021,661334,17013
British Columbia,1/11/2021,58107,1010
Alberta,1/11/2021,112091,1307
Saskatchewan,1/11/2021,18526,199
Manitoba,1/11/2021,26448,741
Ontario,1/11/2021,219120,5058
Quebec,1/11/2021,230690,8735
Newfoundland and Labrador,1/11/2021,393,4
New Brunswick,1/11/2021,800,9
Nova Scotia,1/11/2021,1533,65
Prince Edward Island,1/11/2021,102,0
Yukon,1/11/2021,70,1
Northwest Territories,1/11/2021,24,0
Nunavut,1/11/2021,266,1
Repatriated travellers,1/11/2021,13,0
Canada,1/11/2021,668183,17130
British Columbia,1/12/2021,58553,1019
Alberta,1/12/2021,112743,1345
Saskatchewan,1/12/2021,18774,204
Manitoba,1/12/2021,26537,748
Ontario,1/12/2021,222023,5099
Quebec,1/12/2021,232624,8780
Newfoundland and Labrador,1/12/2021,393,4
New Brunswick,1/12/2021,817,11
Nova Scotia,1/12/2021,1534,65
Prince Edward Island,1/12/2021,103,0
Yukon,1/12/2021,70,1
Northwest Territories,1/12/2021,24,0
Nunavut,1/12/2021,266,1
Repatriated travellers,1/12/2021,13,0
Canada,1/12/2021,674470,17277
British Columbia,1/13/2021,59072,1031
Alberta,1/13/2021,113618,1368
Saskatchewan,1/13/2021,19021,206
Manitoba,1/13/2021,26693,753
Ontario,1/13/2021,224984,5173
Quebec,1/13/2021,234695,8814
Newfoundland and Labrador,1/13/2021,393,4
New Brunswick,1/13/2021,836,12
Nova Scotia,1/13/2021,1542,65
Prince Edward Island,1/13/2021,103,0
Yukon,1/13/2021,70,1
Northwest Territories,1/13/2021,24,0
Nunavut,1/13/2021,266,1
Repatriated travellers,1/13/2021,13,0
Canada,1/13/2021,681330,17428
British Columbia,1/14/2021,59608,1038
Alberta,1/14/2021,114585,1389
Saskatchewan,1/14/2021,19333,206
Manitoba,1/14/2021,26954,755
Ontario,1/14/2021,228310,5235
Quebec,1/14/2021,236827,8876
Newfoundland and Labrador,1/14/2021,394,4
New Brunswick,1/14/2021,859,12
Nova Scotia,1/14/2021,1548,65
Prince Edward Island,1/14/2021,104,0
Yukon,1/14/2021,70,1
Northwest Territories,1/14/2021,24,0
Nunavut,1/14/2021,266,1
Repatriated travellers,1/14/2021,13,0
Canada,1/14/2021,688895,17582
British Columbia,1/15/2021,60117,1047
Alberta,1/15/2021,115370,1402
Saskatchewan,1/15/2021,19715,210
Manitoba,1/15/2021,27142,759
Ontario,1/15/2021,231308,5289
Quebec,1/15/2021,238745,8938
Newfoundland and Labrador,1/15/2021,395,4
New Brunswick,1/15/2021,884,12
Nova Scotia,1/15/2021,1550,65
Prince Edward Island,1/15/2021,104,0
Yukon,1/15/2021,70,1
Northwest Territories,1/15/2021,25,0
Nunavut,1/15/2021,266,1
Repatriated travellers,1/15/2021,13,0
Canada,1/15/2021,695704,17728
British Columbia,1/16/2021,60701,1064
Alberta,1/16/2021,116087,1417
Saskatchewan,1/16/2021,19985,212
Manitoba,1/16/2021,27322,761
Ontario,1/16/2021,234364,5340
Quebec,1/16/2021,240970,9005
Newfoundland and Labrador,1/16/2021,395,4
New Brunswick,1/16/2021,911,12
Nova Scotia,1/16/2021,1554,65
Prince Edward Island,1/16/2021,104,0
Yukon,1/16/2021,70,1
Northwest Territories,1/16/2021,25,0
Nunavut,1/16/2021,266,1
Repatriated travellers,1/16/2021,13,0
Canada,1/16/2021,702767,17882
British Columbia,1/17/2021,61146,1073
Alberta,1/17/2021,116837,1436
Saskatchewan,1/17/2021,20272,215
Manitoba,1/17/2021,27511,769
Ontario,1/17/2021,237786,5409
Quebec,1/17/2021,242914,9055
Newfoundland and Labrador,1/17/2021,396,4
New Brunswick,1/17/2021,947,12
Nova Scotia,1/17/2021,1557,65
Prince Edward Island,1/17/2021,104,0
Yukon,1/17/2021,70,1
Northwest Territories,1/17/2021,28,0
Nunavut,1/17/2021,266,1
Repatriated travellers,1/17/2021,13,0
Canada,1/17/2021,709847,18040
British Columbia,1/18/2021,61447,1078
Alberta,1/18/2021,117311,1447
Saskatchewan,1/18/2021,20562,219
Manitoba,1/18/2021,27629,773
Ontario,1/18/2021,240364,5433
Quebec,1/18/2021,244348,9087
Newfoundland and Labrador,1/18/2021,396,4
New Brunswick,1/18/2021,973,12
Nova Scotia,1/18/2021,1557,65
Prince Edward Island,1/18/2021,108,0
Yukon,1/18/2021,70,1
Northwest Territories,1/18/2021,28,0
Nunavut,1/18/2021,266,1
Repatriated travellers,1/18/2021,13,0
Canada,1/18/2021,715072,18120
British Columbia,1/19/2021,61912,1090
Alberta,1/19/2021,117767,1463
Saskatchewan,1/19/2021,20871,225
Manitoba,1/19/2021,27740,783
Ontario,1/19/2021,242277,5479
Quebec,1/19/2021,245734,9142
Newfoundland and Labrador,1/19/2021,396,4
New Brunswick,1/19/2021,1004,13
Nova Scotia,1/19/2021,1561,65
Prince Edward Island,1/19/2021,110,0
Yukon,1/19/2021,70,1
Northwest Territories,1/19/2021,30,0
Nunavut,1/19/2021,266,1
Repatriated travellers,1/19/2021,13,0
Canada,1/19/2021,719751,18266
British Columbia,1/20/2021,62412,1104
Alberta,1/20/2021,118436,1484
Saskatchewan,1/20/2021,21112,226
Manitoba,1/20/2021,27893,788
Ontario,1/20/2021,244932,5568
Quebec,1/20/2021,247236,9208
Newfoundland and Labrador,1/20/2021,396,4
New Brunswick,1/20/2021,1025,13
Nova Scotia,1/20/2021,1564,65
Prince Edward Island,1/20/2021,110,0
Yukon,1/20/2021,70,1
Northwest Territories,1/20/2021,30,0
Nunavut,1/20/2021,266,1
Repatriated travellers,1/20/2021,13,0
Canada,1/20/2021,725495,18462
British Columbia,1/21/2021,62976,1119
Alberta,1/21/2021,119114,1500
Saskatchewan,1/21/2021,21338,239
Manitoba,1/21/2021,28089,793
Ontario,1/21/2021,247564,5614
Quebec,1/21/2021,248860,9273
Newfoundland and Labrador,1/21/2021,397,4
New Brunswick,1/21/2021,1057,13
Nova Scotia,1/21/2021,1565,65
Prince Edward Island,1/21/2021,110,0
Yukon,1/21/2021,70,1
Northwest Territories,1/21/2021,31,0
Nunavut,1/21/2021,266,1
Repatriated travellers,1/21/2021,13,0
Canada,1/21/2021,731450,18622
British Columbia,1/22/2021,63484,1128
Alberta,1/22/2021,119757,1512
Saskatchewan,1/22/2021,21643,247
Manitoba,1/22/2021,28260,795
Ontario,1/22/2021,250226,5701
Quebec,1/22/2021,250491,9361
Newfoundland and Labrador,1/22/2021,398,4
New Brunswick,1/22/2021,1087,13
Nova Scotia,1/22/2021,1570,65
Prince Edward Island,1/22/2021,110,0
Yukon,1/22/2021,70,1
Northwest Territories,1/22/2021,31,0
Nunavut,1/22/2021,267,1
Repatriated travellers,1/22/2021,13,0
Canada,1/22/2021,737407,18828
British Columbia,1/23/2021,64011,1128
Alberta,1/23/2021,120330,1525
Saskatchewan,1/23/2021,21917,250
Manitoba,1/23/2021,28476,797
Ontario,1/23/2021,252585,5753
Quebec,1/23/2021,252176,9437
Newfoundland and Labrador,1/23/2021,398,4
New Brunswick,1/23/2021,1104,13
Nova Scotia,1/23/2021,1570,65
Prince Edward Island,1/23/2021,110,0
Yukon,1/23/2021,70,1
Northwest Territories,1/23/2021,31,0
Nunavut,1/23/2021,267,1
Repatriated travellers,1/23/2021,13,0
Canada,1/23/2021,743058,18974
British Columbia,1/24/2021,64482,1128
Alberta,1/24/2021,120793,1549
Saskatchewan,1/24/2021,22177,253
Manitoba,1/24/2021,28697,799
Ontario,1/24/2021,255002,5803
Quebec,1/24/2021,253633,9478
Newfoundland and Labrador,1/24/2021,398,4
New Brunswick,1/24/2021,1124,13
Nova Scotia,1/24/2021,1571,65
Prince Edward Island,1/24/2021,110,0
Yukon,1/24/2021,70,1
Northwest Territories,1/24/2021,31,0
Nunavut,1/24/2021,280,1
Repatriated travellers,1/24/2021,13,0
Canada,1/24/2021,748381,19094
British Columbia,1/25/2021,64828,1154
Alberta,1/25/2021,121535,1574
Saskatchewan,1/25/2021,22416,254
Manitoba,1/25/2021,28810,804
Ontario,1/25/2021,256960,5846
Quebec,1/25/2021,254836,9521
Newfoundland and Labrador,1/25/2021,398,4
New Brunswick,1/25/2021,1151,14
Nova Scotia,1/25/2021,1571,65
Prince Edward Island,1/25/2021,110,0
Yukon,1/25/2021,70,1
Northwest Territories,1/25/2021,31,0
Nunavut,1/25/2021,282,1
Repatriated travellers,1/25/2021,13,0
Canada,1/25/2021,753011,19238
British Columbia,1/26/2021,65234,1168
Alberta,1/26/2021,121901,1587
Saskatchewan,1/26/2021,22646,268
Manitoba,1/26/2021,28902,809
Ontario,1/26/2021,258700,5909
Quebec,1/26/2021,256002,9577
Newfoundland and Labrador,1/26/2021,398,4
New Brunswick,1/26/2021,1161,14
Nova Scotia,1/26/2021,1572,65
Prince Edward Island,1/26/2021,110,0
Yukon,1/26/2021,70,1
Northwest Territories,1/26/2021,31,0
Nunavut,1/26/2021,282,1
Repatriated travellers,1/26/2021,13,0
Canada,1/26/2021,757022,19403
British Columbia,1/27/2021,65719,1172
Alberta,1/27/2021,122360,1599
Saskatchewan,1/27/2021,22794,274
Manitoba,1/27/2021,28996,813
Ontario,1/27/2021,260370,5958
Quebec,1/27/2021,257330,9630
Newfoundland and Labrador,1/27/2021,400,4
New Brunswick,1/27/2021,1175,16
Nova Scotia,1/27/2021,1576,65
Prince Edward Island,1/27/2021,110,0
Yukon,1/27/2021,70,1
Northwest Territories,1/27/2021,31,0
Nunavut,1/27/2021,282,1
Repatriated travellers,1/27/2021,13,0
Canada,1/27/2021,761226,19533
British Columbia,1/28/2021,66265,1184
Alberta,1/28/2021,122821,1606
Saskatchewan,1/28/2021,23038,285
Manitoba,1/28/2021,29128,821
Ontario,1/28/2021,262463,6014
Quebec,1/28/2021,258698,9667
Newfoundland and Labrador,1/28/2021,404,4
New Brunswick,1/28/2021,1202,16
Nova Scotia,1/28/2021,1576,65
Prince Edward Island,1/28/2021,111,0
Yukon,1/28/2021,70,1
Northwest Territories,1/28/2021,31,0
Nunavut,1/28/2021,283,1
Repatriated travellers,1/28/2021,13,0
Canada,1/28/2021,766103,19664
British Columbia,1/29/2021,66779,1189
Alberta,1/29/2021,123364,1620
Saskatchewan,1/29/2021,23366,292
Manitoba,1/29/2021,29280,823
Ontario,1/29/2021,264300,6072
Quebec,1/29/2021,259993,9717
Newfoundland and Labrador,1/29/2021,408,4
New Brunswick,1/29/2021,1218,17
Nova Scotia,1/29/2021,1577,65
Prince Edward Island,1/29/2021,111,0
Yukon,1/29/2021,70,1
Northwest Territories,1/29/2021,31,0
Nunavut,1/29/2021,283,1
Repatriated travellers,1/29/2021,13,0
Canada,1/29/2021,770793,19801
British Columbia,1/30/2021,67187,1189
Alberta,1/30/2021,123747,1631
Saskatchewan,1/30/2021,23626,300
Manitoba,1/30/2021,29446,825
Ontario,1/30/2021,266363,6145
Quebec,1/30/2021,261360,9763
Newfoundland and Labrador,1/30/2021,408,4
New Brunswick,1/30/2021,1230,18
Nova Scotia,1/30/2021,1580,65
Prince Edward Island,1/30/2021,111,0
Yukon,1/30/2021,70,1
Northwest Territories,1/30/2021,31,0
Nunavut,1/30/2021,284,1
Repatriated travellers,1/30/2021,13,0
Canada,1/30/2021,775456,19942
British Columbia,1/31/2021,67660,1189
Alberta,1/31/2021,124208,1639
Saskatchewan,1/31/2021,23864,304
Manitoba,1/31/2021,29564,829
Ontario,1/31/2021,268211,6188
Quebec,1/31/2021,262583,9794
Newfoundland and Labrador,1/31/2021,408,4
New Brunswick,1/31/2021,1256,18
Nova Scotia,1/31/2021,1580,65
Prince Edward Island,1/31/2021,111,0
Yukon,1/31/2021,70,1
Northwest Territories,1/31/2021,31,0
Nunavut,1/31/2021,294,1
Repatriated travellers,1/31/2021,13,0
Canada,1/31/2021,779853,20032
British Columbia,2/1/2021,67937,1210
Alberta,2/1/2021,124563,1649
Saskatchewan,2/1/2021,24011,306
Manitoba,2/1/2021,29651,832
Ontario,2/1/2021,270180,6224
Quebec,2/1/2021,263473,9826
Newfoundland and Labrador,2/1/2021,408,4
New Brunswick,2/1/2021,1264,18
Nova Scotia,2/1/2021,1581,65
Prince Edward Island,2/1/2021,113,0
Yukon,2/1/2021,70,1
Northwest Territories,2/1/2021,31,0
Nunavut,2/1/2021,294,1
Repatriated travellers,2/1/2021,13,0
Canada,2/1/2021,783589,20136
British Columbia,2/2/2021,68366,1218
Alberta,2/2/2021,124831,1660
Saskatchewan,2/2/2021,24236,314
Manitoba,2/2/2021,29733,832
Ontario,2/2/2021,270925,6238
Quebec,2/2/2021,264526,9862
Newfoundland and Labrador,2/2/2021,408,4
New Brunswick,2/2/2021,1288,18
Nova Scotia,2/2/2021,1582,65
Prince Edward Island,2/2/2021,113,0
Yukon,2/2/2021,70,1
Northwest Territories,2/2/2021,32,0
Nunavut,2/2/2021,294,1
Repatriated travellers,2/2/2021,13,0
Canada,2/2/2021,786417,20213
British Columbia,2/3/2021,68780,1234
Alberta,2/3/2021,125090,1671
Saskatchewan,2/3/2021,24430,322
Manitoba,2/3/2021,29858,835
Ontario,2/3/2021,272097,6305
Quebec,2/3/2021,265579,9899
Newfoundland and Labrador,2/3/2021,410,4
New Brunswick,2/3/2021,1302,18
Nova Scotia,2/3/2021,1583,65
Prince Edward Island,2/3/2021,113,0
Yukon,2/3/2021,70,1
Northwest Territories,2/3/2021,32,0
Nunavut,2/3/2021,294,1
Repatriated travellers,2/3/2021,13,0
Canada,2/3/2021,789651,20355
British Columbia,2/4/2021,69245,1240
Alberta,2/4/2021,125672,1684
Saskatchewan,2/4/2021,24680,329
Manitoba,2/4/2021,29968,837
Ontario,2/4/2021,273660,6393
Quebec,2/4/2021,266672,9941
Newfoundland and Labrador,2/4/2021,411,4
New Brunswick,2/4/2021,1318,18
Nova Scotia,2/4/2021,1584,65
Prince Edward Island,2/4/2021,113,0
Yukon,2/4/2021,70,1
Northwest Territories,2/4/2021,32,0
Nunavut,2/4/2021,296,1
Repatriated travellers,2/4/2021,13,0
Canada,2/4/2021,793734,20513
British Columbia,2/5/2021,69716,1246
Alberta,2/5/2021,126068,1693
Saskatchewan,2/5/2021,24946,332
Manitoba,2/5/2021,30078,838
Ontario,2/5/2021,275330,6438
Quebec,2/5/2021,267773,9973
Newfoundland and Labrador,2/5/2021,412,4
New Brunswick,2/5/2021,1325,18
Nova Scotia,2/5/2021,1584,65
Prince Edward Island,2/5/2021,113,0
Yukon,2/5/2021,70,1
Northwest Territories,2/5/2021,32,0
Nunavut,2/5/2021,296,1
Repatriated travellers,2/5/2021,13,0
Canada,2/5/2021,797756,20609
British Columbia,2/6/2021,70144,1246
Alberta,2/6/2021,126416,1705
Saskatchewan,2/6/2021,25209,336
Manitoba,2/6/2021,30158,842
Ontario,2/6/2021,276718,6483
Quebec,2/6/2021,268977,9999
Newfoundland and Labrador,2/6/2021,415,4
New Brunswick,2/6/2021,1337,20
Nova Scotia,2/6/2021,1584,65
Prince Edward Island,2/6/2021,113,0
Yukon,2/6/2021,70,1
Northwest Territories,2/6/2021,32,0
Nunavut,2/6/2021,299,1
Repatriated travellers,2/6/2021,13,0
Canada,2/6/2021,801485,20702
British Columbia,2/7/2021,70609,1246
Alberta,2/7/2021,126767,1709
Saskatchewan,2/7/2021,25403,339
Manitoba,2/7/2021,30237,846
Ontario,2/7/2021,278207,6505
Quebec,2/7/2021,270058,10031
Newfoundland and Labrador,2/7/2021,416,4
New Brunswick,2/7/2021,1344,20
Nova Scotia,2/7/2021,1585,65
Prince Edward Island,2/7/2021,113,0
Yukon,2/7/2021,70,1
Northwest Territories,2/7/2021,32,0
Nunavut,2/7/2021,299,1
Repatriated travellers,2/7/2021,13,0
Canada,2/7/2021,805153,20767
British Columbia,2/8/2021,70952,1259
Alberta,2/8/2021,127036,1710
Saskatchewan,2/8/2021,25574,341
Manitoba,2/8/2021,30289,850
Ontario,2/8/2021,279472,6538
Quebec,2/8/2021,270911,10046
Newfoundland and Labrador,2/8/2021,427,4
New Brunswick,2/8/2021,1346,20
Nova Scotia,2/8/2021,1586,65
Prince Edward Island,2/8/2021,113,0
Yukon,2/8/2021,70,1
Northwest Territories,2/8/2021,32,0
Nunavut,2/8/2021,299,1
Repatriated travellers,2/8/2021,13,0
Canada,2/8/2021,808120,20835
British Columbia,2/9/2021,71387,1263
Alberta,2/9/2021,127231,1722
Saskatchewan,2/9/2021,25654,346
Manitoba,2/9/2021,30360,853
Ontario,2/9/2021,280494,6555
Quebec,2/9/2021,271737,10078
Newfoundland and Labrador,2/9/2021,457,4
New Brunswick,2/9/2021,1361,21
Nova Scotia,2/9/2021,1587,65
Prince Edward Island,2/9/2021,114,0
Yukon,2/9/2021,70,1
Northwest Territories,2/9/2021,33,0
Nunavut,2/9/2021,299,1
Repatriated travellers,2/9/2021,13,0
Canada,2/9/2021,810797,20909
British Columbia,2/10/2021,71856,1269
Alberta,2/10/2021,127570,1728
Saskatchewan,2/10/2021,25843,348
Manitoba,2/10/2021,30417,859
Ontario,2/10/2021,281566,6596
Quebec,2/10/2021,272726,10112
Newfoundland and Labrador,2/10/2021,510,4
New Brunswick,2/10/2021,1375,21
Nova Scotia,2/10/2021,1588,65
Prince Edward Island,2/10/2021,114,0
Yukon,2/10/2021,70,1
Northwest Territories,2/10/2021,34,0
Nunavut,2/10/2021,300,1
Repatriated travellers,2/10/2021,13,0
Canada,2/10/2021,813982,21004
British Columbia,2/11/2021,72305,1278
Alberta,2/11/2021,127921,1744
Saskatchewan,2/11/2021,25957,348
Manitoba,2/11/2021,30507,862
Ontario,2/11/2021,282511,6614
Quebec,2/11/2021,273847,10149
Newfoundland and Labrador,2/11/2021,610,4
New Brunswick,2/11/2021,1377,22
Nova Scotia,2/11/2021,1590,65
Prince Edward Island,2/11/2021,114,0
Yukon,2/11/2021,70,1
Northwest Territories,2/11/2021,38,0
Nunavut,2/11/2021,303,1
Repatriated travellers,2/11/2021,13,0
Canada,2/11/2021,817163,21088
British Columbia,2/12/2021,72750,1288
Alberta,2/12/2021,128235,1760
Saskatchewan,2/12/2021,26145,350
Manitoba,2/12/2021,30588,866
Ontario,2/12/2021,283587,6632
Quebec,2/12/2021,274831,10173
Newfoundland and Labrador,2/12/2021,660,4
New Brunswick,2/12/2021,1382,22
Nova Scotia,2/12/2021,1590,65
Prince Edward Island,2/12/2021,114,0
Yukon,2/12/2021,70,1
Northwest Territories,2/12/2021,38,0
Nunavut,2/12/2021,303,1
Repatriated travellers,2/12/2021,13,0
Canada,2/12/2021,820306,21162
British Columbia,2/13/2021,73202,1298
Alberta,2/13/2021,128540,1775
Saskatchewan,2/13/2021,26389,354
Manitoba,2/13/2021,30687,866
Ontario,2/13/2021,284887,6651
Quebec,2/13/2021,275880,10201
Newfoundland and Labrador,2/13/2021,686,4
New Brunswick,2/13/2021,1398,22
Nova Scotia,2/13/2021,1592,65
Prince Edward Island,2/13/2021,114,0
Yukon,2/13/2021,71,1
Northwest Territories,2/13/2021,38,0
Nunavut,2/13/2021,308,1
Repatriated travellers,2/13/2021,13,0
Canada,2/13/2021,823805,21238
British Columbia,2/14/2021,73633,1303
Alberta,2/14/2021,128824,1780
Saskatchewan,2/14/2021,26550,354
Manitoba,2/14/2021,30765,871
Ontario,2/14/2021,285868,6693
Quebec,2/14/2021,276790,10213
Newfoundland and Labrador,2/14/2021,697,4
New Brunswick,2/14/2021,1400,22
Nova Scotia,2/14/2021,1593,65
Prince Edward Island,2/14/2021,114,0
Yukon,2/14/2021,71,1
Northwest Territories,2/14/2021,38,0
Nunavut,2/14/2021,311,1
Repatriated travellers,2/14/2021,13,0
Canada,2/14/2021,826667,21307
British Columbia,2/15/2021,73981,1310
Alberta,2/15/2021,129075,1782
Saskatchewan,2/15/2021,26693,354
Manitoba,2/15/2021,30836,871
Ontario,2/15/2021,286832,6706
Quebec,2/15/2021,277518,10226
Newfoundland and Labrador,2/15/2021,704,4
New Brunswick,2/15/2021,1401,23
Nova Scotia,2/15/2021,1594,65
Prince Edward Island,2/15/2021,114,0
Yukon,2/15/2021,72,1
Northwest Territories,2/15/2021,38,0
Nunavut,2/15/2021,318,1
Repatriated travellers,2/15/2021,13,0
Canada,2/15/2021,829189,21343
British Columbia,2/16/2021,74283,1314
Alberta,2/16/2021,129338,1791
Saskatchewan,2/16/2021,26829,357
Manitoba,2/16/2021,30931,875
Ontario,2/16/2021,287736,6719
Quebec,2/16/2021,278187,10244
Newfoundland and Labrador,2/16/2021,711,4
New Brunswick,2/16/2021,1404,24
Nova Scotia,2/16/2021,1597,65
Prince Edward Island,2/16/2021,114,0
Yukon,2/16/2021,72,1
Northwest Territories,2/16/2021,38,0
Nunavut,2/16/2021,323,1
Repatriated travellers,2/16/2021,13,0
Canada,2/16/2021,831576,21395
British Columbia,2/17/2021,74710,1317
Alberta,2/17/2021,129615,1798
Saskatchewan,2/17/2021,26953,362
Manitoba,2/17/2021,31006,876
Ontario,2/17/2021,288583,6729
Quebec,2/17/2021,278987,10254
Newfoundland and Labrador,2/17/2021,755,4
New Brunswick,2/17/2021,1407,24
Nova Scotia,2/17/2021,1600,65
Prince Edward Island,2/17/2021,114,0
Yukon,2/17/2021,72,1
Northwest Territories,2/17/2021,42,0
Nunavut,2/17/2021,324,1
Repatriated travellers,2/17/2021,13,0
Canada,2/17/2021,834181,21431
British Columbia,2/18/2021,75327,1321
Alberta,2/18/2021,130030,1805
Saskatchewan,2/18/2021,27099,362
Manitoba,2/18/2021,31143,878
Ontario,2/18/2021,289621,6773
Quebec,2/18/2021,279887,10264
Newfoundland and Labrador,2/18/2021,803,4
New Brunswick,2/18/2021,1411,24
Nova Scotia,2/18/2021,1602,65
Prince Edward Island,2/18/2021,115,0
Yukon,2/18/2021,72,1
Northwest Territories,2/18/2021,42,0
Nunavut,2/18/2021,330,1
Repatriated travellers,2/18/2021,13,0
Canada,2/18/2021,837495,21498
British Columbia,2/19/2021,75835,1327
Alberta,2/19/2021,130355,1812
Saskatchewan,2/19/2021,27245,365
Manitoba,2/19/2021,31235,879
Ontario,2/19/2021,290771,6820
Quebec,2/19/2021,280687,10278
Newfoundland and Labrador,2/19/2021,863,4
New Brunswick,2/19/2021,1417,24
Nova Scotia,2/19/2021,1604,65
Prince Edward Island,2/19/2021,115,0
Yukon,2/19/2021,72,1
Northwest Territories,2/19/2021,42,0
Nunavut,2/19/2021,332,1
Repatriated travellers,2/19/2021,13,0
Canada,2/19/2021,840586,21576
British Columbia,2/20/2021,76339,1327
Alberta,2/20/2021,130735,1818
Saskatchewan,2/20/2021,27438,368
Manitoba,2/20/2021,31329,882
Ontario,2/20/2021,291999,6848
Quebec,2/20/2021,281456,10292
Newfoundland and Labrador,2/20/2021,901,4
New Brunswick,2/20/2021,1420,24
Nova Scotia,2/20/2021,1608,65
Prince Edward Island,2/20/2021,115,0
Yukon,2/20/2021,72,1
Northwest Territories,2/20/2021,42,0
Nunavut,2/20/2021,338,1
Repatriated travellers,2/20/2021,13,0
Canada,2/20/2021,843805,21630
British Columbia,2/21/2021,76814,1327
Alberta,2/21/2021,131063,1827
Saskatchewan,2/21/2021,27620,372
Manitoba,2/21/2021,31386,884
Ontario,2/21/2021,293086,6861
Quebec,2/21/2021,282122,10307
Newfoundland and Labrador,2/21/2021,926,4
New Brunswick,2/21/2021,1423,25
Nova Scotia,2/21/2021,1609,65
Prince Edward Island,2/21/2021,115,0
Yukon,2/21/2021,72,1
Northwest Territories,2/21/2021,42,0
Nunavut,2/21/2021,339,1
Repatriated travellers,2/21/2021,13,0
Canada,2/21/2021,846630,21674
British Columbia,2/22/2021,77263,1335
Alberta,2/22/2021,131336,1843
Saskatchewan,2/22/2021,27797,372
Manitoba,2/22/2021,31475,886
Ontario,2/22/2021,294144,6872
Quebec,2/22/2021,282927,10317
Newfoundland and Labrador,2/22/2021,939,4
New Brunswick,2/22/2021,1424,26
Nova Scotia,2/22/2021,1610,65
Prince Edward Island,2/22/2021,115,0
Yukon,2/22/2021,72,1
Northwest Territories,2/22/2021,42,0
Nunavut,2/22/2021,351,1
Repatriated travellers,2/22/2021,13,0
Canada,2/22/2021,849508,21722
